bus_number,operator_type,service_variant,is_ac,origin,destination,route_stops,listed_stop_count,pandal_id,pandal_name,pandal_region,pandal_latitude,pandal_longitude,nearest_metro,nearest_metro_distance_km,matched_bus_stop,mapping_method,mapping_confidence,route_data_source,pandal_data_source
S45,WBTC,Special/Standard,False,Kolkata Station,Shakuntala Park,Shyambazar;Khanna;Maniktala;Rajabazar;Sealdah Station;Moulali;Esplanade;Park Street;Maidan;Exide;PG Hospital;Alipur Zoo;Ekbalpur;Mominpur;Majerhat;Taratala;Behala 14 Number;Behala Chowrasta;Bakultala,19,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC52,WBTC,AC,True,Amtala,Howrah Station,Pailan;Joka;Thakurpukur 3A;Thakurpukur Bazar;Kadamtala;Sakherbazar;Behala Chowrasta;Manton;Behala 14;Taratala;Majherhat;Mominpur;Ekbalpur;Khiderpur;Hastings;Fort William;Esplanade;Dalhousie;Burrabazar,19,238,Behala Nutan Dal Durga Puja,Behala,22.489012,88.318023,Behala Bazar,0.9,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
3D,Private,Standard,False,Sakherbazar,Milk Colony,Behala 14 No.;Taratala;Mominpore;Ekbalpur;Kidderpore;Hastings;Rabindra Sadan;Maidan;Park Street;Esplanade;Wellington;Moulali;Sealdah;Rajabazar;Maniktala;Khanna;Shyambazar;Belgachia Metro,18,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C,Private,Standard,False,Pailan,Howrah Station,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Taratala;Brace Bridge;Hide Road;BNR Hospital;Babubazar;Kidderpore;Hastings;Esplanade;Dalhousie;Barabazar,16,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1,Private,Standard,False,Shibrampur,Howrah Station,Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,16,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1A,Private,Standard,False,Pailan,Howrah Station,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,15,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18A,Private,Standard,False,Greenfield City,Howrah Station,Shibrampur;Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,14,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18B/1,Private,Standard,False,Dakghar,China Mandir,Moynagarh;Sarada Park;Shibrampur;Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,20,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18C,Private,Standard,False,Kestor More,Anandapur,Sarsuna;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,17,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18D,Private,Standard,False,Suryasen Nagar,Howrah Station,Sarsuna;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,13,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
21/1,Private,Standard,False,Barisha,Sealdah Station,Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Taratala;New Alipore;Mahabirtala;Tollygunge Phari;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Minto Park;Beckbagan;Mallick Bazar;Moulali,18,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
75,Private,Standard,False,Raipur,Babughat,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade,13,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
83,Private,Standard,False,Falta,Babughat,Amtala;Pailan;Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Esplanade,14,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
210,Private,Standard,False,Raichak,Esplanade,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Bhowani Bhawan;PTS;Fort William,11,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
222,Private,Standard,False,Sakher Bazar,Dunlop More,Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Chandni Market;Central Metro;MG Road;Girish Park;Sovabazar;Shyambazar;Chiria More;Sinthee More;Tobin Road;Bonhooghly,21,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
235,Private,Standard,False,Amtala,Rajabazar,Pailan;Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Chandni Market;Wellington;Moulali;Sealdah Station,21,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S3W,WBTC,Special/Standard,False,Thakurpukur 3A,Amity University Ecospace,Thakurpukur Bazar;Kadamtala;Sakherbazar;Behala Chowrasta;Manton;Behala 14 Number;Taratala;New Alipore;Chetla;Rashbehari;Deshoprio Park;Gariahat;Kasba;Acropolis Mall;Ruby Crossing;Science City;Dhapa Mathpukur;Chingrighata;Building More;Wipro;College More;Technopolis;DLF1;Newtown;Axis Mall;Narkelbagan;Tata Cancer Hospital;Unitech Gate 2,28,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
7A,WBTC,Standard,False,Sarsuna Bus Terminus,Howrah Station,Bakultala;Behala Chowrasta;Manton;Behala 14 Number;Taratala;Majherhat;Mominpur;Ekbalpur;Khiderpur;Hastings;Fort William;Esplanade;Dalhousie;GPO;Burrabazar,15,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S22,WBTC,Special/Standard,False,Shakuntala Park,Saltlake Karunamoyee,Bakultala;Behala Chowrasta;Manton;Behala 14 Number;Taratala;New Alipore;Chetla;Rashbehari;Deshoprio Park;Gariahat;Kasba;Acropolis Mall;Ruby Crossing;Fortis;Science City;Chingrighata;Building More;AMRI Hospital;Stadium Island;Sushrut Eye Hospital;Wipro;College More;10 Number Tank,23,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S45,WBTC,Special/Standard,False,Kolkata Station,Shakuntala Park,Shyambazar;Khanna;Maniktala;Rajabazar;Sealdah Station;Moulali;Esplanade;Park Street;Maidan;Exide;PG Hospital;Alipur Zoo;Ekbalpur;Mominpur;Majerhat;Taratala;Behala 14 Number;Behala Chowrasta;Bakultala,19,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC52,WBTC,AC,True,Amtala,Howrah Station,Pailan;Joka;Thakurpukur 3A;Thakurpukur Bazar;Kadamtala;Sakherbazar;Behala Chowrasta;Manton;Behala 14;Taratala;Majherhat;Mominpur;Ekbalpur;Khiderpur;Hastings;Fort William;Esplanade;Dalhousie;Burrabazar,19,239,Behala Friends Durga Puja,Behala,22.493012,88.316023,Behala Bazar,1.1,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
3D,Private,Standard,False,Sakherbazar,Milk Colony,Behala 14 No.;Taratala;Mominpore;Ekbalpur;Kidderpore;Hastings;Rabindra Sadan;Maidan;Park Street;Esplanade;Wellington;Moulali;Sealdah;Rajabazar;Maniktala;Khanna;Shyambazar;Belgachia Metro,18,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C,Private,Standard,False,Pailan,Howrah Station,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Taratala;Brace Bridge;Hide Road;BNR Hospital;Babubazar;Kidderpore;Hastings;Esplanade;Dalhousie;Barabazar,16,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1,Private,Standard,False,Shibrampur,Howrah Station,Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,16,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1A,Private,Standard,False,Pailan,Howrah Station,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,15,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18A,Private,Standard,False,Greenfield City,Howrah Station,Shibrampur;Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,14,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18B/1,Private,Standard,False,Dakghar,China Mandir,Moynagarh;Sarada Park;Shibrampur;Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,20,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18C,Private,Standard,False,Kestor More,Anandapur,Sarsuna;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,17,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18D,Private,Standard,False,Suryasen Nagar,Howrah Station,Sarsuna;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,13,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
21/1,Private,Standard,False,Barisha,Sealdah Station,Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Taratala;New Alipore;Mahabirtala;Tollygunge Phari;Rabindra Sarovar;Rashbehari;Kalighat;Hazra More;Bhowanipore;Rabindra Sadan;Minto Park;Beckbagan;Mallick Bazar;Moulali,18,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
75,Private,Standard,False,Raipur,Babughat,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade,13,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
83,Private,Standard,False,Falta,Babughat,Amtala;Pailan;Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Esplanade,14,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
210,Private,Standard,False,Raichak,Esplanade,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Bhowani Bhawan;PTS;Fort William,11,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
222,Private,Standard,False,Sakher Bazar,Dunlop More,Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Chandni Market;Central Metro;MG Road;Girish Park;Sovabazar;Shyambazar;Chiria More;Sinthee More;Tobin Road;Bonhooghly,21,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
235,Private,Standard,False,Amtala,Rajabazar,Pailan;Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Chandni Market;Wellington;Moulali;Sealdah Station,21,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S3W,WBTC,Special/Standard,False,Thakurpukur 3A,Amity University Ecospace,Thakurpukur Bazar;Kadamtala;Sakherbazar;Behala Chowrasta;Manton;Behala 14 Number;Taratala;New Alipore;Chetla;Rashbehari;Deshoprio Park;Gariahat;Kasba;Acropolis Mall;Ruby Crossing;Science City;Dhapa Mathpukur;Chingrighata;Building More;Wipro;College More;Technopolis;DLF1;Newtown;Axis Mall;Narkelbagan;Tata Cancer Hospital;Unitech Gate 2,28,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
7A,WBTC,Standard,False,Sarsuna Bus Terminus,Howrah Station,Bakultala;Behala Chowrasta;Manton;Behala 14 Number;Taratala;Majherhat;Mominpur;Ekbalpur;Khiderpur;Hastings;Fort William;Esplanade;Dalhousie;GPO;Burrabazar,15,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S22,WBTC,Special/Standard,False,Shakuntala Park,Saltlake Karunamoyee,Bakultala;Behala Chowrasta;Manton;Behala 14 Number;Taratala;New Alipore;Chetla;Rashbehari;Deshoprio Park;Gariahat;Kasba;Acropolis Mall;Ruby Crossing;Fortis;Science City;Chingrighata;Building More;AMRI Hospital;Stadium Island;Sushrut Eye Hospital;Wipro;College More;10 Number Tank,23,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
S45,WBTC,Special/Standard,False,Kolkata Station,Shakuntala Park,Shyambazar;Khanna;Maniktala;Rajabazar;Sealdah Station;Moulali;Esplanade;Park Street;Maidan;Exide;PG Hospital;Alipur Zoo;Ekbalpur;Mominpur;Majerhat;Taratala;Behala 14 Number;Behala Chowrasta;Bakultala,19,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
AC52,WBTC,AC,True,Amtala,Howrah Station,Pailan;Joka;Thakurpukur 3A;Thakurpukur Bazar;Kadamtala;Sakherbazar;Behala Chowrasta;Manton;Behala 14;Taratala;Majherhat;Mominpur;Ekbalpur;Khiderpur;Hastings;Fort William;Esplanade;Dalhousie;Burrabazar,19,240,Behala Club Durga Puja,Behala,22.492334,88.316412,Behala Bazar,0.3,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
3D,Private,Standard,False,Sakherbazar,Milk Colony,Behala 14 No.;Taratala;Mominpore;Ekbalpur;Kidderpore;Hastings;Rabindra Sadan;Maidan;Park Street;Esplanade;Wellington;Moulali;Sealdah;Rajabazar;Maniktala;Khanna;Shyambazar;Belgachia Metro,18,241,Behala Young Men's Association Durga Puja,Behala,22.491645,88.315734,Behala Bazar,0.5,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C,Private,Standard,False,Pailan,Howrah Station,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Taratala;Brace Bridge;Hide Road;BNR Hospital;Babubazar;Kidderpore;Hastings;Esplanade;Dalhousie;Barabazar,16,241,Behala Young Men's Association Durga Puja,Behala,22.491645,88.315734,Behala Bazar,0.5,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1,Private,Standard,False,Shibrampur,Howrah Station,Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;PTS;Rabindra Sadan;Maidan Metro;Park Street;Esplanade;Dalhousie;Barabazar,16,241,Behala Young Men's Association Durga Puja,Behala,22.491645,88.315734,Behala Bazar,0.5,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
12C/1A,Private,Standard,False,Pailan,Howrah Station,Joka Bridge;Thakurpukur;Shilpara;Sakher Bazar;Behala Chowrasta;Behala 14 No.;Majherhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,15,241,Behala Young Men's Association Durga Puja,Behala,22.491645,88.315734,Behala Bazar,0.5,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18A,Private,Standard,False,Greenfield City,Howrah Station,Shibrampur;Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Ekbalpur;Kidderpore;Hastings;Fort William;Esplanade;Dalhousie;Barabazar,14,241,Behala Young Men's Association Durga Puja,Behala,22.491645,88.315734,Behala Bazar,0.5,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18B/1,Private,Standard,False,Dakghar,China Mandir,Moynagarh;Sarada Park;Shibrampur;Shakuntala Park;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,20,241,Behala Young Men's Association Durga Puja,Behala,22.491645,88.315734,Behala Bazar,0.5,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
18C,Private,Standard,False,Kestor More,Anandapur,Sarsuna;Bakultala;Behala Chowrasta;Behala 14 No.;Majerhat;Mominpore;Alipore Court;Hazra More;Kalighat;Rashbehari;Deshapriya Park;Gariahat;Ballygunge Station;Kasba PS;Bosepukur;Acropolis Mall;Ruby Hospital,17,241,Behala Young Men's Association Durga Puja,Behala,22.491645,88.315734,Behala Bazar,0.5,behala 14,nearest_metro_bus_corridor,high,Kolkata Bus-O-Pedia / WBTC directory,user-provided Puja pandal dataset
